19600101	20211201		744	21
ID	NODATA_VALUE	南雄	连州	韶关	佛冈	高要	广州	河源	惠阳	紫金	汕头	惠来	南澳	信宜	罗定	台山	中山	深圳	阳江	电白	上川岛	徐闻
314	-9999	87.7	116.6	110.7	158.1	58.7	60.9	105.6	59.8	84.2	60.8	48.3	50.7	79.4	73.1	96.3	100.8	45	137.5	80.8	75.9	67.6
315	-9999	133.1	80.5	96.5	191.4	92.9	76.6	163	132.7	130.2	85	89	65.7	63.7	54.2	36.2	65.7	55	58.3	23.6	57.6	1.9
316	-9999	174.9	132.5	181.1	148.9	190.3	73.3	75.8	82.2	89.9	165.7	126.9	54.1	376.7	126.5	214.6	58.4	84.5	167.1	29.9	105.2	35.9
317	-9999	150.4	260.2	196.3	321.6	260.5	231.2	366.8	214.7	392.3	215.3	409.4	176.1	413	261.6	404.9	243.2	320.1	415.6	168.9	331.8	136.9
318	-9999	244.4	246.4	195.6	459.1	289.8	255.4	498.3	499	387.1	317.8	260.5	227.9	435	172.3	404.1	388	304.2	513.4	208.4	464.3	208.9
319	-9999	151.5	206.2	104.7	278.9	140.7	267.4	257	363.3	384.3	352.6	399.8	188.2	135.9	129.2	406.3	384	508.8	466.3	190.2	364.7	363.8
320	-9999	96.5	64.3	119.2	196.8	248	203.8	113.2	228.1	103.1	204.9	213.6	174.5	145.1	138.4	298.7	278.1	345.2	363.1	188.6	397.2	158.8
321	-9999	27.1	28.2	24.4	54.6	79.7	101	49.8	122.8	49.2	94.3	109.8	101.8	39.2	148.3	182	90.3	218.9	174.1	120.9	304.9	259.2
322	-9999	74.9	24.6	70.9	70.7	30.8	48.3	58.8	24	38.4	71.5	26.9	28.5	8.5	21.8	75.8	55.5	39.1	176.7	141.3	178.6	59
323	-9999	31.3	28.4	25.5	23.7	26.1	20.2	61.2	84.5	114	178	162.8	185.3	32.5	24	12	41.9	152.1	27.3	10.1	27.4	25.5
324	-9999	23.8	28.8	34.7	54.7	49.2	32.7	35.3	20.5	29.5	15.3	10	7.4	22.4	44.8	15.8	32.4	40.4	14.2	21.1	18.6	45.3
325	-9999	5.5	13.5	6.9	21.1	2.6	0.1	2.4	3.5	0.6	40.1	36	24.6	6	0.2	0.9	2.5	1.9	7.5	1.9	3	1
326	-9999	48	38.9	64.2	46.6	28.5	23.1	38.7	22.3	28.2	18.2	12.3	10.3	33.4	23.1	21.4	20.8	14.9	40.3	25.1	13.7	8.1
327	-9999	320.8	176.3	213.5	326.5	149.8	150	387	251.1	402.9	412.6	399.5	338.9	114.5	108.4	97.6	173.1	201.5	158	78.4	134.1	25.8
328	-9999	118.9	214.1	163.3	310.1	195.3	246.3	227	301.4	182.3	120.9	127	114.5	46.7	61.3	209.4	373.3	290	143.6	64.6	140.5	84.4
329	-9999	304.5	279.6	283.1	509	312	368.1	528.2	402.5	440	449	387.2	343.5	412	114.4	229.3	225.3	392.2	519.6	169.4	224	275.6
330	-9999	143.6	243.4	96.4	335.1	223.3	165.2	107	79.2	185.3	183.6	119.9	85.6	594.6	176.4	211.2	229.4	209.1	507.4	371.6	357.9	74.2
331	-9999	197	309.7	227	386.2	388.8	438.4	307.6	355.2	270.5	209.6	306.2	115.2	338.4	305.4	587.4	409.5	411.3	443.5	305	428.3	54.6
332	-9999	66.4	105.1	41	161.2	149.9	224.4	135.2	164.8	122.1	107.3	161.5	18	135.4	227.2	271.4	266	199.8	297.3	127.7	301.3	52.8
333	-9999	125.5	79.6	131.7	88	119.8	214.9	85.2	93.6	103.8	38.8	29.2	22.5	149.8	104.9	171.1	157.9	91.5	188.7	120.8	128	184.6
334	-9999	135.7	99.9	53	42.9	40.2	13.8	53.4	59	65.1	15.6	6.4	18.6	27.8	55.5	56.4	50.6	51.5	37.6	29.5	140.6	35.5
335	-9999	97	109.1	109.6	30.5	78.9	44	82.5	58.8	77.3	115.3	90.3	110.3	29.4	45.6	79.4	91.9	120.7	41.5	15.6	86.6	14.7
336	-9999	6.9	2.9	10.2	1	0.3	9.3	0.3	0.1	0	0.4	0.2	0.4	3.8	1.9	1.2	3	1.1	9	0.6	0	1.1
337	-9999	16.7	29.8	25.4	7.9	16.6	24.8	14.4	5.1	12.8	5.8	6.7	5.9	25	9	7	6.7	5.8	2.8	17.9	0.3	1.6
338	-9999	84	89.1	88.6	81.9	38	30.8	61.1	23.9	39.6	29.7	21.9	27.7	35.2	50.9	14.3	19.9	27.6	23.7	15	9	6.9
339	-9999	302.1	229.9	311.4	234.6	59.9	111.1	195.7	79.8	117.4	70.1	36.6	49.3	33.9	47	43.5	70.3	35.4	56.6	27.7	38.4	17.4
340	-9999	225.5	163.7	181.5	207.8	80.7	159.7	269.3	234	176.8	250	352.5	197.2	68.4	118.1	76.8	125.5	68.3	121	57.6	105	73.6
341	-9999	263.8	239.7	191.6	744.8	197.9	413	371.6	133.3	268.7	105.2	209.6	102.6	446.1	389.9	281.3	238.3	56.2	1189	217.6	566.8	157.9
342	-9999	80	61.2	81.8	279.4	184.8	141.7	122.5	158.1	84.1	63.2	137.3	76.7	322.3	90	194	125.4	129	406.4	139.8	582.6	88.7
343	-9999	71.9	149.5	65.7	382.7	235.8	242.3	247.6	420.3	195.2	74.1	159.6	155.4	211.9	127.2	249	289.4	399.3	180.9	166.4	301.9	78.6
344	-9999	129.5	124.2	128.5	343.4	399.3	453.6	272.7	315.4	206	184.2	286.5	212.6	297.9	176.7	289.8	285	410.4	375.2	330	474.8	280.7
345	-9999	52.6	111.7	80.9	178.5	86.8	88.1	176.9	260.4	165.2	333.2	245.7	261.9	158.9	35	25.8	46.2	49.1	40.2	24.7	43.7	22.7
346	-9999	32.5	69.2	54	105.5	150.4	138.2	57	91.5	44.6	21.1	7.2	15.8	141.6	141.1	167.4	107.3	46.6	134	114.6	212.6	344.4
347	-9999	45.3	21.4	30.2	67.6	89.4	114.9	95.3	56.8	69.1	12.2	19	8.6	99.8	57.2	62.8	68.2	48.6	90.2	118.7	33	95
348	-9999	56.4	12.2	43.4	63	65.4	64.5	82	86.7	84.8	83.3	88.2	50.4	38	51.9	67.6	78.5	93.6	47.5	32.6	69.1	25.9
349	-9999	134	155.9	165.5	187.1	102.7	139.6	138.9	65.9	85	34.7	23.8	27.6	93.6	113	86.5	87.4	43.1	110	55.2	67.4	30.8
350	-9999	45.6	72.5	59.1	13.4	7.3	4.5	12.5	9.6	6	2.6	3.3	5.1	20.2	8.3	1.4	2.6	6	3.4	5	0.4	3.8
351	-9999	47.7	61.3	46.1	73.2	76.8	84.1	78.5	90.8	67.6	23.9	35	19.1	106.8	90.1	74.5	82.7	34.7	105.1	96.8	54	90.2
352	-9999	203.6	208.4	205.3	319.2	207.2	195	291.7	253.4	322.4	258.5	259	225.1	174.1	172.7	191.6	230.3	294.6	156.3	65.8	172.3	119.8
353	-9999	324	379.7	384.4	567.2	635	672.2	526.5	447.5	388.3	377.3	252.1	293.5	266.4	361.3	493.1	420.8	523.4	398.4	188.6	401.4	80.1
354	-9999	133.4	175.1	93.5	358.6	348.4	213.8	239.8	173.2	118.8	47.4	31	25.9	360.6	226.6	145.6	116.2	72.5	95.9	61.3	175.9	71.7
355	-9999	112.9	95.8	109.4	68.8	100.5	75.1	55.5	194.3	41.8	135.1	119.3	53.6	102.9	114.9	162.9	71.2	181.5	93.1	213.5	161.9	160.5
356	-9999	76.5	26.5	51.7	144.7	304.5	130.6	112.1	185.5	138.9	119	214.4	81.7	183.8	103.3	182.2	188.1	321.3	274.6	148	260	268.7
357	-9999	75.9	46.3	59.4	127.3	57.1	61.3	173.4	171.6	122.5	151.8	189.8	268.9	63.6	68.3	96.8	181.1	124.6	123.4	244.5	389.2	124.4
358	-9999	15	6.4	6.9	4.6	10.7	0.2	1	10.4	12.6	28.8	9.2	6.4	28.6	41.2	37.2	11.6	1.5	25.4	51.2	86	214.4
359	-9999	0.8	6.2	3.1	1.9	0.2	8.6	0.4	0	7.1	28.9	21.5	34.9	9	0.1	0.6	3.8	19.1	1.5	17.1	1.8	96.2
360	-9999	17.9	20.4	22.1	62	48.6	53.4	48.7	59.9	40.5	36.1	47	28.3	67.2	61.8	30.8	47.8	38.2	53.7	25.7	41.6	52.4
361	-9999	113.6	118.2	114.3	125.9	84.2	92.3	107.4	66.9	73.7	51.2	39.1	37.7	60.4	68.9	56	61.5	31.9	51.6	43.8	58.2	9.5
362	-9999	188.8	269.1	231.8	199.3	181.4	187.7	205.4	136.2	158	89.4	92.3	66.3	292.1	222.3	240.9	180.9	144.8	358.6	238.2	232.7	99.3
363	-9999	114.8	138.3	109.9	152.8	29	32	54.1	49.4	32.3	15.5	34.4	59.2	25.3	54	34.7	49.5	16.8	41	26.7	59.6	13.2
364	-9999	324.2	246	205.9	290.9	181.2	183.3	418.5	268.3	454.2	358.7	236	362.6	269	147.7	148.1	141.6	181.2	194.5	161.8	216.4	31.9
365	-9999	91	115.1	126.7	140.3	176	108.1	139.5	82.7	91.4	102.9	74.4	79	347.5	242.5	84.9	71.3	58	319	191.2	167.1	58.4
366	-9999	196.6	176.5	213.1	384.2	219.1	194.1	280.8	317.9	268.3	394.7	502.3	687.2	127.7	146.9	266.5	302.3	302.9	229.7	110.8	125.7	208.1
367	-9999	63.5	173.6	120.3	142.5	157.2	142.7	88.8	144.7	144.5	269.4	292.1	275.1	211.5	143.6	188.2	143.5	294.9	770	167	249.1	180.4
368	-9999	47	20.9	41	59.3	48.8	47.1	112	93.7	219.4	650.3	566.7	580.8	43.7	68	61.4	81.5	39.9	76	64.7	223.9	303.3
369	-9999	118.3	157.7	100.9	213.3	73.5	132.7	188.6	176.3	421.3	286.5	230.3	315	50	57.9	300.9	222.2	251.6	219.9	293.8	219.1	117.1
370	-9999	25.5	49.7	47.5	48.3	18.4	26.6	40.7	48	98.4	12	65.5	2.4	5.1	9.2	48.6	53.4	31.1	50.8	83.4	106.3	566.8
371	-9999	116.5	126	124.3	98	116	92.5	48.7	22.9	6.4	2.9	14.2	1.1	140.8	164.9	164.6	107.9	54.5	220.3	100.9	312.9	88.5
372	-9999	6	6.7	0.9	5	0	0.4	7.4	3	5.4	3.4	1.8	0.4	1.2	2.4	0	0	0	0	0	0	10.7
373	-9999	61.9	82.1	73	97.6	58.5	55	62.8	58.2	46.2	32.1	16.2	28.5	49.3	59.8	43.3	46.2	31.8	47.7	32.6	14.9	1.9
374	-9999	38.7	94.2	36.8	18.8	7.1	3.7	23.7	12.7	32.6	21.5	32.7	17.4	3.7	8.5	4.8	6.8	4.4	10.7	7.4	8.1	1.5
375	-9999	185.6	193.9	205.7	80.1	71.3	70.4	98	96.6	107.5	133.3	130	110.4	82.8	94.6	29.1	63.7	44.3	24.8	67.1	19.2	53.3
376	-9999	65.5	51.2	53	58.1	30.1	57.2	48.7	31.5	20.7	22.2	20.7	16.8	69.6	57.2	17.1	58.6	30.7	56.8	37.7	36.9	27.3
377	-9999	112.9	233.3	206.4	219	157.9	179.8	149.5	105	165.7	87.4	43.5	34.1	142.1	135	121.4	259.4	64.8	146.8	76.6	38.4	110.8
378	-9999	124.9	147.3	137.5	159	383.9	445.9	220.8	405.7	232.8	425.6	531.1	206.6	301.8	249.1	507.5	327	357.4	463.4	400.7	607.4	126.5
379	-9999	72.1	86.8	86.7	224	327	219.5	206.2	350.6	356.6	186.3	425.7	191.6	675.2	270.2	335	331.1	391.9	456.3	345	378.3	57.3
380	-9999	97.8	42.7	142.9	160.5	170.9	127.3	187.6	98.9	165.6	172.3	151.7	117.7	211	194.3	345.2	270.2	235	190.6	233.1	168.7	249
381	-9999	197.6	16.5	134.7	56.3	39.3	98.2	199.1	140.4	127.6	201.5	238	153.3	42.7	49.1	84.9	32.5	84.8	114.6	32.7	93	176.2
382	-9999	32	32.6	35.7	39.3	25.2	52.1	2.3	1.8	22.2	56.2	10.3	220.1	3.8	56	7.6	7	60.1	35.6	1.4	50.8	23
383	-9999	32.2	62	26.9	23.2	14.4	17.4	17.2	15.5	8	0.4	3.2	0.1	28.9	9.4	12	17.6	5.5	7	1.6	4.3	32.1
384	-9999	19.3	38.4	35	47.9	35.1	29.3	44	26.4	41	17.1	13.4	19	39.7	34.8	18.7	30.6	18.7	48.4	52	28.6	42.8
385	-9999	113.9	116.7	155.2	158.8	96.4	45.7	44.1	38.2	39.4	44.9	38	36.6	85.9	99.7	60.1	53.5	46.7	86.8	88.7	63.3	23.3
386	-9999	224.9	236.3	218.8	238.2	160.8	211.8	239	122.6	179.7	148.9	149.3	148	148	147.2	108.2	114.5	114.1	163.8	87.7	115.5	78.3
387	-9999	484	277	488	365.6	168.4	163.7	599.6	213.4	485.6	284.3	198.5	241.1	91.6	100.7	114.7	128.6	139.8	56.2	16.1	59.1	1.7
388	-9999	141.6	148.7	220.2	315.4	241.2	281.6	280.4	243	370	295.8	380.9	291.3	187.4	233.2	289.2	207.6	275	334.7	132.8	395.3	124.6
389	-9999	327.5	334.7	306.4	343.5	214.9	309.9	280.3	351.6	283.5	188.4	233	248.6	438.8	210.5	313.3	223.8	255.1	514.5	223.4	297.5	91.5
390	-9999	108.9	289.8	117.2	423.7	198	198.7	305.6	308.1	378	316.8	216	204.8	326.8	298	606	440.7	459.1	787.9	307.5	941	225.3
391	-9999	121.9	152.5	152.1	378.4	226.5	150.6	528.2	235.3	201.6	186.9	298.4	132.3	184.8	147.5	267.8	153	299.3	334.2	189.1	271.8	396.4
392	-9999	26.3	51.2	58.2	114.9	65.4	101.3	123.2	169.1	61.3	289.2	130.4	551.4	104.3	129	116.6	126.9	89.2	120.2	93.6	159.3	152.9
393	-9999	172.6	85.5	90.7	132	130.9	324.4	171.7	145.4	108.4	74	109.4	53.8	193.7	111.1	245.7	244.6	220.4	294.2	266.9	234.6	319.7
394	-9999	1	1.1	0.6	1.3	22.7	10.8	0	7.1	0	0	0	0	4.6	4.1	4.9	17.4	0.1	4.9	0.1	6	0.9
395	-9999	14.6	5.1	1.8	3.9	17.9	0.5	0	6	10	46.1	35.1	85.8	7.5	14.6	0	1.6	5.1	0.6	2.1	0.1	0.4
396	-9999	52.3	67.6	77.2	79.4	46.9	43.2	46.9	35.3	31.7	36.9	21.4	24.1	56.4	53.2	62.8	52.6	47.8	93.6	68.6	79.9	73.5
397	-9999	65.9	68.1	65.7	47.8	27.3	37.7	56.5	42.1	47.5	27.8	17.5	26.4	33.4	35.4	28.6	34.8	24.5	24.6	17	21.2	3.2
398	-9999	92.8	98.9	120.4	71.4	28.5	15	13.8	9.2	19.1	14.1	9.7	7.3	36.9	18	3.3	7.2	2.9	14	11.7	4.2	1.8
399	-9999	139	121.2	140.2	108.9	38.7	74.6	194.4	69.8	180.4	141.9	180.3	119.9	42.3	31.2	26.6	25.5	37.1	44.4	10.1	28.9	19.1
400	-9999	223.4	306.7	393.6	298.2	228.3	396.2	252.7	280.4	302.9	86.5	91	57.1	322.4	164.3	462.1	326.3	168.8	670.7	167.5	263	24.9
401	-9999	387.1	499.8	406	493	291.6	299.7	424.4	182.3	348.6	408.1	422.7	342.5	403.9	242	319.7	169.6	286.3	267.8	320.4	390.6	42.6
402	-9999	464.3	359.8	466.6	840	406.3	601	789.8	501.6	568	330.4	629.2	357.7	526.8	212.7	454.6	690.9	625.7	504.7	231.6	274.2	215.4
403	-9999	47.6	149.9	34.5	165.1	126.6	130.7	32.7	86.5	129.2	43.4	67.5	14.8	87.9	52.5	199	167.1	157.5	331.5	69.6	128.1	38.3
404	-9999	88.6	139.7	152.6	209.3	208.1	119.7	217.7	355.6	88.1	151.3	280.5	99.7	209.6	164.7	334.2	195.3	253.7	325.1	371.3	354	413.3
405	-9999	111	87	116.5	282.4	258.8	357.2	464.1	287.7	379.3	352	503.9	342.7	160.1	128.4	384.8	457.6	649.9	339.9	123.7	849.9	271.8
406	-9999	46.9	89.1	45.4	47.1	53	74.7	8.2	10.4	5	5.9	6.2	2	4.5	23.5	37.8	84.3	86.3	6	64.5	28.3	90.4
407	-9999	51.3	58	83.8	118.4	151.7	123.6	79.5	57	65.8	38.2	25.9	47	25.6	48.3	166.7	296	191.7	169.5	27.4	172.7	132
408	-9999	4	9.2	2.6	13.4	7.3	2.4	17.1	11.8	15.3	16.8	14.1	16.4	6.3	8.1	9.2	15.3	5.8	7.6	5.3	6.5	5
409	-9999	7.3	8.1	15.8	2	1.1	1	0.2	0.6	0.2	13.4	7.7	13.7	3.2	2	0.8	1.8	0.5	2.6	3.1	0.9	1.9
410	-9999	153	123.5	139.8	111	61.3	72.6	138.4	80	110.5	104.5	72.1	95.1	27.5	49.3	34.8	57.7	43.3	43.1	25.4	26.8	7.8
411	-9999	129.6	119.7	144.4	143.7	74.9	59	78.2	54.2	88.9	61.4	34	52.4	85.7	95.7	60.3	63.6	31.9	43.3	74.4	34.8	19.3
412	-9999	226.9	175.8	231.2	508	259.4	239.7	217.2	133.7	235.2	144.1	79.4	88.9	74.2	73.1	10.7	131.9	65.8	27.1	13.4	11.4	0.4
413	-9999	117.1	332.1	172.2	207.2	208.2	124.8	148.5	105.6	213.2	62.4	64.3	58.9	257.4	161.1	104.3	151.2	99.6	215.7	161.5	154.2	108.8
414	-9999	385	414.8	514.7	584.1	418.5	354.3	475.6	263	228	211.1	217.1	229.1	684.1	310.9	324	243.1	329.8	581	380.8	226	433.8
415	-9999	219.5	367.4	359.7	212.6	503.3	379.2	276.2	484.1	241.4	383.4	350.2	388.5	534.9	298.2	562.2	574.5	795	693.8	860	453.8	300.6
416	-9999	152.8	260.4	279.5	379.7	303.6	293.4	548.3	305.4	250.9	608.7	572.7	551.1	363.9	287.4	478.2	446.9	636.7	728.1	403.6	493.8	228.2
417	-9999	83.3	8.1	20.7	89.4	208.1	108.3	97.2	64	125.4	276.3	173.1	121.9	118.4	86.3	284.4	193.2	227.7	163.3	111.7	172.9	463.9
418	-9999	35	14.9	11.4	3.8	6.9	13.8	17.1	0	3.8	0	0	4.1	28.8	0.3	1.9	2.5	8.4	59.7	106.6	124.6	133
419	-9999	9.9	7.5	6.3	2.7	1.1	0.1	0	1.8	1.3	0	0.2	0	5.6	2	0.5	0	0	2.2	0	0.4	2.3
420	-9999	201	92.1	236.4	239.1	99.7	137.2	168.7	126.7	146.5	112.6	59.1	70.7	122.9	81	61.8	131.9	143.6	60.6	21.4	147.1	23.5
421	-9999	74.6	83.7	66.7	55.5	51.6	36.6	42.3	29.4	27.9	22.6	19.4	20	38.2	52	27.8	30.9	24	42.2	26.9	33.4	12.8
422	-9999	121.6	155.1	140.2	117.4	61.1	72.1	86.7	51.7	50	40.4	28.4	32.7	49.8	60.8	35.2	65.3	33.7	54.5	23.2	41.8	18.7
423	-9999	173.1	133.8	114.9	182.1	92.8	104.2	187.8	112	194.2	99.4	77.9	79.6	99.3	51.3	89.9	43	40.3	159.6	99.2	132.3	25
424	-9999	184.3	205.3	135.6	133.1	148.2	129.4	113	99.7	89.4	23.9	29.1	34.3	125.2	115.2	48.6	110.3	111.1	42.9	39.2	74.1	2.9
425	-9999	218.6	134.7	134.4	236.3	113.5	207.9	65	117.2	62.6	86.6	72.6	51.7	103.2	135	98.3	125.7	123.9	105	52.7	63.2	74.9
426	-9999	253.4	382.2	470	419.9	305.3	221	345.1	140.2	269.3	111.2	124.2	128.6	302	257.6	283.2	235	288.5	1173	465.6	577.2	68.1
427	-9999	194.7	120.6	127.9	184.9	271	349	343.4	197.5	294.9	473.6	577.9	426.3	197.8	211	272.1	239	426.6	462.1	215.3	293.6	151.6
428	-9999	123.3	169.5	120.4	226	268	271.8	508.1	477.9	432.5	561.6	1003	773.3	402.4	217.2	511.2	385.2	660.2	567.6	484.5	849.8	352.5
429	-9999	6.6	49.4	17.4	59.6	162.2	141.6	62.2	95.6	52.1	16.1	10.5	4	111.4	193.7	148.1	98.1	102.2	122.5	121.5	234.8	166.8
430	-9999	65.5	328.8	127.6	213.4	267.7	211	87.2	121.4	62.9	70.1	24.9	1.3	262	213.1	222.8	205.9	443	334.2	372	253.3	369.4
431	-9999	24.2	37.1	22.1	8.5	8	3.8	5.6	4.7	3.9	0.6	0	0.4	13.6	25.4	10.1	10.6	5.5	29.9	22.2	36.2	28.3
432	-9999	34.8	19.6	29.7	33.8	17	4	19.5	8.7	9	6.1	11	6.4	15.5	17.4	9.3	5.3	5.3	6.9	45.8	5.2	25.8
433	-9999	36.2	67.9	39.3	11.1	5	15.7	8.8	5.3	3.7	0.4	0.2	5.6	22.5	8.6	1.7	0	0	5.2	1.6	8.6	4.2
434	-9999	91.9	59.3	84.8	75.6	85	45.8	63.4	44.8	68.1	23.3	14.6	21.3	77.9	83.6	58	50.2	29.8	92.5	90.6	39.1	29.2
435	-9999	237.6	248.5	292.7	205.7	93.4	105.3	215.6	75.4	166.7	129.1	98.9	89.4	88.5	99.8	88.4	77.2	84.8	110.8	78.9	87.9	45.9
436	-9999	243.4	256.2	302.1	154.9	255.3	112.4	174.8	168.4	160	188.6	105.2	106	223.3	124.3	402.6	343.9	139.3	289.3	69.2	123.9	21.4
437	-9999	235.9	280.1	246.1	221.6	211	320.6	269.7	265.4	299.5	317	208.8	192.3	186.3	134.4	380.9	210.1	236.2	255.4	107	179.3	44.2
438	-9999	192.4	191.6	155.7	356.4	219.4	273.1	293.4	353.8	217.8	150.2	235.9	122.1	321.2	111.2	448	227.5	274.5	564.3	253.8	436.8	44.5
439	-9999	172.6	175.3	220.3	198.2	283.8	276.8	122.2	216.8	149.3	112.8	202.3	136.7	288.6	151.9	280.6	203.5	238.1	311.3	112.6	179.2	73.9
440	-9999	246.5	253.3	188.5	264	369	378.8	389.5	266.9	298.8	395.2	251.4	281.9	221.8	136.2	229.9	293.8	180.8	535.9	109.6	317.5	97.1
441	-9999	21.2	45	67.7	214.4	162.2	151.6	151.5	88	119.7	33.1	60.1	8.2	123.3	262.4	385.6	400.7	496.2	426.6	279.4	410.2	452.9
442	-9999	0	18.7	5.8	15.8	4.1	0.4	0.3	14	34.2	45.6	48.8	138.2	1.9	0.6	6.5	7.4	3	1.4	33.2	5.4	55.2
443	-9999	2.2	0	2.2	3.1	2	0.1	2.1	1.5	0.4	9.5	2.1	25.5	2	2.4	5.3	2.3	4	8.9	4.1	4	41.9
444	-9999	17.2	23.2	27.9	5.1	1.5	2.8	1	1	0.9	4.2	2.9	23.6	1.5	3.2	0	0.6	0	1	4.9	2.9	3.9
445	-9999	89.4	138.3	84.7	76.6	43.3	65.9	97.5	46.3	55.2	54.9	36.1	53.2	27	35.9	56.8	61.2	34.9	58	24.6	39.9	19.1
446	-9999	104.8	118.3	96.8	121.2	87.4	105.6	104.2	158	115.2	115.7	122	83.1	74.1	107.4	163.1	139.6	121.2	168.1	181.4	134.7	84.1
447	-9999	178	252.4	213.8	131.2	79.8	59.6	142.8	51.1	78.4	115.2	90.3	97.8	129.2	115.2	80.7	51.9	42.9	164.5	151.4	137.2	60.8
448	-9999	159.1	223.7	253.2	273.9	273	197.1	235.8	173.2	285	59.7	88.2	63.1	468.2	237.4	313	141.5	105.8	540.5	308.4	307.9	115.1
449	-9999	217.8	217.3	247.6	296.4	148	165.6	264.2	189	155	193.1	168.4	167	270.8	198.5	204.1	254	260.3	320.9	327.7	325.9	143
450	-9999	202	251	223.6	550.6	265.6	468	553.1	327.8	208.5	365.8	183.3	127.4	233.1	149.2	433.7	415	250.1	174.5	182.6	618.8	204.2
451	-9999	399.8	382	484.6	581.5	384.1	248.4	377	345.2	413.6	402.9	655.4	348.8	683.1	174.5	463.3	569.6	565	1062	163.2	483.9	104.8
452	-9999	155.1	145	200.3	349.9	210	282.4	537.8	374	355	431.7	697.1	562.7	421.6	181.1	422.5	369.9	686.1	320.4	253.4	313.8	240.1
453	-9999	75.9	187.9	122.7	107.3	109	203.6	257.3	228.1	216.1	140	238	144.1	173.7	130	125.8	192.9	187.1	182.9	127.9	130.7	185
454	-9999	72.4	60.8	24.3	74.8	129.4	142.6	70.7	71.2	83.7	1.5	4.5	3.1	109.9	93.6	39.1	85.8	27.4	34	7.5	79	71.1
455	-9999	53.1	40.1	38.9	91.2	12.4	9.7	62	8.3	2.7	52.4	28.8	49.8	23.5	17.3	25.5	44.3	2.2	1.9	0.8	15.5	0.4
456	-9999	67.7	75.2	54.8	96.1	59.8	48.8	97.6	70.7	82.5	89.4	15.3	101.3	24.9	41.6	6.6	12.6	18.4	37.9	14.6	4.1	56.3
457	-9999	138.1	127.5	143.3	81.4	57	73.2	105.7	78.5	81.6	41.6	26.8	43.3	23.6	71.1	39.4	42.3	36.1	32.8	14.2	30.3	2.6
458	-9999	163.6	195	166.1	202.4	67.9	112	215.4	120	180.2	245.4	241.1	274.2	55.1	61.9	114.3	122	118.1	82.3	31.2	62.1	24.4
459	-9999	270.9	221.6	315.5	109.3	40.2	40.8	79.2	88.8	121.3	178.9	115.8	213.6	16.7	40.5	31.6	45.2	32.9	24.5	17.5	33.9	9.2
460	-9999	134.2	183.3	202.3	454.2	345.6	245.3	309.8	301.8	229.8	127	219.4	152.5	224	185.2	171	242	146.1	414.1	153	355.3	49.1
461	-9999	188.1	168.1	291.9	349.7	364.1	305.9	394.6	232	241.9	157.4	126.1	161.9	305.7	241.1	642.5	553.2	338.6	1335	266.2	635.2	99.2
462	-9999	289.7	293.3	431.7	606.9	391.9	369.8	544.8	488.8	379.2	240.4	291.8	170.1	738.5	420.8	662	577.4	454.3	333.2	167.4	339.6	104.5
463	-9999	86.5	77.7	104.3	306.3	185.7	223.1	143.1	193.6	169.3	114.7	136.6	113.1	127.4	109.6	247	177.6	108.6	448.1	257.6	254.4	88.3
464	-9999	82.6	90.7	119.9	108.4	180.9	120.7	44.2	213	133.9	92.3	126	59.3	95.1	57.2	156.2	202.3	343.4	143.1	161.9	152.3	242
465	-9999	77.6	77.6	17.9	66.9	61.8	164.8	179.3	127.6	124.5	167.9	168.2	173	81.5	82.5	177.9	81.1	125.2	128.7	266.6	196.3	91
466	-9999	3	88.1	3.9	15.3	18.4	48.3	46.6	34.9	68.7	159.8	135.6	319.5	75.3	51.1	185.1	9.9	61	87.9	210.3	276.8	199.6
467	-9999	52	30.4	53.4	20.2	15	22.4	19.7	23.2	11	1.9	6.7	1.9	30.2	13.3	53.9	70.6	34.2	40.1	30.5	41.7	4.9
468	-9999	29.1	60.3	12.1	17.1	9	9.8	17.9	39.8	42	56.7	54	49.4	3.8	16.9	8	25	26.5	5.8	4.5	9.5	13.1
469	-9999	65.5	50.8	63.2	51.9	32.8	33.8	43.8	22.3	32.8	17.5	2.8	25.9	10	46.7	11.8	16.9	10.1	16.1	12.8	10	24.6
470	-9999	6.3	19.9	5.4	0	0.3	0	0	0	0	2	0.1	0.2	0	1	0	0	0	1.5	0	0.9	0.6
471	-9999	190.4	85.3	229.6	103.2	61.4	67.1	71.8	18.5	42	16.6	7.7	14.9	97.7	68	57	36.3	22.2	102	56.1	37.7	35
472	-9999	123.4	192.3	119.2	127.4	142.7	116.8	112.5	77.3	171.4	80.6	48.3	58.3	160.5	76.3	118.2	108.7	43.1	206.4	54.3	87.6	10.7
473	-9999	241.4	286.5	203.7	149.7	184.1	189.5	215.2	193.2	214.7	226.7	193.9	170.3	229.7	216	165.5	228.4	144.2	285.5	179.7	200.6	352.5
474	-9999	84.5	291.8	176.1	229.9	186.7	152	224.9	205.8	172.8	296.2	204.9	196.8	410.2	196.9	318.5	239.5	251.3	281.8	169.5	230.5	169.3
475	-9999	201.1	93.6	132.8	355.3	228.1	176.5	112.8	192.4	187.3	281.1	277.4	125.2	216.7	65.6	252.2	137.3	186.8	468.8	202.6	162.6	201.1
476	-9999	181.4	216.1	183	602.7	251.6	491.4	355.3	559.9	323.2	268.1	383.8	253	379.3	202.6	628.5	441.4	668.2	323.5	213	565.2	211.4
