19600101	20211201		744	21
ID	NODATA_VALUE	南雄	连州	韶关	佛冈	高要	广州	河源	惠阳	紫金	汕头	惠来	南澳	信宜	罗定	台山	中山	深圳	阳江	电白	上川岛	徐闻
152	-9999	214.3	174.3	170.3	181.1	230.5	315.1	257	327.5	369	355.6	471.1	375.4	382.8	262	378.8	407.1	400.9	825.7	520.7	551	437.7
153	-9999	18.4	65.4	29.3	134.4	282.3	148.4	229.1	172.1	185.9	72.1	50	85.7	216.6	185.9	266.9	195.9	159.4	263.7	176.2	207.8	68.9
154	-9999	34.1	84.8	33	44	87.5	94.3	50.3	32.6	40.5	17.4	30.7	16.7	73.1	143	64.8	26	29.1	103.8	173.6	203.8	209.8
155	-9999	164.5	183.4	188.7	168.2	185.8	122.5	72.5	70.9	88.3	56	44.4	25.3	79.7	264	163.9	132.2	113.8	144.8	249.4	200.3	363.8
156	-9999	146.4	158	169.5	88.7	41.9	54.5	95.4	43.4	91.4	49.2	27.3	57.4	62.7	49	30.5	34.6	18.4	62.5	22.8	33.2	14.8
157	-9999	102.3	133.2	128	116.8	99.4	77.4	100.1	57.7	50.8	74.7	65.9	54.9	137.5	142.8	79.3	70.9	61.6	99.7	108.3	86.3	14.6
158	-9999	34.2	50.9	37	17	12.6	16.9	11.7	14.2	32.4	18.4	38.7	21.4	1.6	4.6	3.8	9.9	5.2	10.3	0.8	6.2	1.1
159	-9999	86.5	128	86.5	80.5	64.8	27.1	56.2	10.4	50.2	37.6	17.2	65.7	91.4	34.7	2.3	9.1	9.1	9.2	1.9	4.9	14.9
160	-9999	375.9	347.1	362.6	473.7	235.3	285.2	488.3	356.1	490.1	601.7	348.2	451.2	232.1	138.6	225.4	275.6	147.1	243	133.7	209.2	22.7
161	-9999	417	384.2	415.1	641.3	327.3	373.5	629.1	359	359.1	330.6	378.9	338	384.8	246.1	521.2	414.4	314.6	990.7	158.3	970.7	59.8
162	-9999	312.1	302.9	274.9	277.5	139.5	279.6	321.6	360.5	238.5	242.7	315.3	139.8	281.8	148	224.8	152.4	239.7	327.9	539.9	476.2	153.7
163	-9999	186.4	135.6	101.6	356.5	320.3	298.1	374.3	429.6	296	399.9	767.8	355.3	146.9	279.6	326.1	260.8	527.9	245	119.6	445.7	99.2
164	-9999	192.2	411	237.2	219.1	425.9	338.9	322.7	470.4	267.2	418.2	374.2	335	393.4	285.5	619.7	434.9	500.4	636.9	579	877.3	629.2
165	-9999	156.3	160.6	168.2	204.4	297.1	140.8	131.4	191.8	145	176.6	259.2	47.7	140.9	79.2	436.5	499.4	331.8	499.7	256.7	529	543.8
166	-9999	105.3	99.2	83.4	75	88.8	56.1	62.1	53.9	50	32.3	24.3	32.1	185.8	177.1	25.7	53.9	18.1	176.8	133.9	45.9	103.7
167	-9999	75.9	99.9	61.3	49	25.9	26.9	68.1	14.9	41.5	77	49.2	49.9	13.3	20.7	14.5	15.8	18.6	3.6	21.9	6.3	51.4
168	-9999	0	2	0.5	0.9	1.3	0	0.5	0.6	1.6	0.7	0.1	0.3	0	1.5	0	0.1	0.4	0.2	0	0	1.4
169	-9999	42.1	63.2	47.6	22.9	22.3	17	17.4	11	9.3	4.4	1.3	4.6	31.2	27.2	7.9	11.5	5.5	14.8	6.4	7.5	11.3
170	-9999	89	107.9	78	57.5	29.9	30.6	85.6	28.5	40.8	53.8	37.8	35.4	54.1	26.3	27.3	31.9	26.8	48.7	11.4	48.6	2.3
171	-9999	37.3	62	49.4	53.4	46	53.8	52.6	22.9	43.9	21.1	19.3	12.6	68.9	76.4	50.6	68.3	17.8	79	43.8	44.3	46.1
172	-9999	176.6	189.3	157.7	202.2	152.4	200.9	250.6	139.9	228.9	143.5	125.8	96.3	159.5	154.5	233.8	323.4	257.5	229.4	208.2	258.8	82.8
173	-9999	253.2	340.5	302.9	465.3	255.2	164	339.3	141.9	496.4	118.4	156.9	123.6	194.1	118.6	153.4	249.8	136.1	89.7	76.3	64.2	82.7
174	-9999	247.7	287.5	358	619.9	312.7	284.5	438.8	340	354.3	580.3	579.8	392	336.4	144.8	410.5	343.2	326.4	454.9	380	232	448.2
175	-9999	156.2	234.1	140.7	317.6	259	210.6	156.9	191.4	82.6	97	194.4	101.9	337.7	194.9	376.1	232.1	213.8	464.2	264.2	191.2	341.8
176	-9999	105.9	67.4	71.6	173.7	100.5	99.8	146.4	134.6	165.2	129.6	152.8	82.5	74.9	102.7	153.5	135.3	211.6	205.8	194.4	203.8	354.2
177	-9999	16.6	38	0.6	226.6	135.7	139	83.2	47.8	48.6	62	54.2	61.1	158.6	137.4	180.1	169.9	100.2	154.8	162.6	147.3	290.2
178	-9999	160.7	128.4	211.1	153.6	106.4	166.1	185.2	352.9	220.1	237	293.8	247.4	109.1	103.2	346	455.9	559.2	208	155.6	495.3	415.2
179	-9999	34.4	12.6	22.1	45.4	25.9	53.2	66.5	34.5	55	147.1	160.2	135	3.8	18.5	35.9	41.9	29.2	23.1	10.2	25.2	7.8
180	-9999	61.9	53.2	59.9	53.1	68.1	43.2	54.9	48	38.7	59.6	42.6	58.6	20.3	61.9	65.7	72.9	110.9	49.8	23.1	133.5	14.2
181	-9999	90.5	100.9	94.9	110.9	65	69.4	134.4	80	97.8	60.2	50.4	43.6	53.6	65.1	52.6	66.7	54.7	60.4	38.5	50.1	19
182	-9999	142.3	100.4	137	124.8	70.4	84.6	93.6	51.3	40.8	39.3	30.2	24.5	62.4	73.3	57.2	101.5	49.7	58.2	38.4	54.6	14.3
183	-9999	292.8	263.8	265.7	257.3	128.3	146.8	126.1	92	100.5	60.6	40.4	57.9	160.4	111	101.6	151.2	112.5	120.2	78.4	142.7	51.7
184	-9999	246.4	353.7	284	360.2	141.2	219.2	291.4	217.4	346.6	72.7	57	55.3	236.7	153.2	114.5	123.8	191.4	125.6	86	40.7	76.3
185	-9999	385.5	516	398.9	902.2	296.7	797.1	734.8	400.9	433.7	270	320.9	203.7	327.8	168.7	322.2	386.5	551.4	787.2	229.3	547.9	164.5
186	-9999	210.7	154.9	173.7	185.9	257.9	258.5	354.5	438	271.8	382.2	468.9	420.8	246.9	116.1	383.2	345.3	346.9	476.7	146.8	842	230.1
187	-9999	129.1	254.6	177.3	149.6	219.9	226.9	132.3	214.9	80.6	83	192.5	53.2	349.3	149.5	352.4	245.9	341.3	330.1	139.5	300.2	78.9
188	-9999	160.4	105.2	119.5	300.3	341.9	257.8	133.1	190.4	237.7	109.6	200.8	94.6	587.3	302.4	330.3	305.9	341.7	457.8	436.7	334.6	245.7
189	-9999	178.2	77.7	113.8	157.3	82.7	172.8	100.6	180.1	197.3	130.9	204	208.8	107.2	36.4	181.3	90	174.5	124.6	34.1	134	39.8
190	-9999	192.6	204.7	171.4	210.3	235.2	217.2	150.2	287.3	172.9	227	515.3	223.3	22.5	77	398.1	405.1	444.6	132.4	71.7	375.5	145.9
191	-9999	121.1	70.7	63.7	30.8	14.5	12.2	24.4	6.4	19	15.2	6.7	12.5	18.3	21.2	3.1	8.7	12.3	3.9	8.8	7.5	10.5
192	-9999	95	77.3	105.8	73.8	57.2	54.2	46.5	36	47.4	119.3	92.6	116	31.3	62.3	37.7	52.3	49.4	32.8	24	40.5	12.9
193	-9999	1.1	2.5	2.1	0.9	5.2	5	0.6	0.6	1.1	7.5	7.8	5.3	1.3	8.2	0.6	0.7	7.7	1	1.4	1.7	1.9
194	-9999	99.5	92.3	124.5	75	23.5	27.8	43.1	29.4	24.4	44.5	15.4	28.6	37.5	22.6	20.2	16.6	5.4	36.5	9.1	19.8	3
195	-9999	98.7	62.8	100.1	84	51.9	76.9	131.7	50.2	80.2	51.8	20	26.1	39.7	47.6	30.6	45.4	25.8	47.6	22.8	18.1	9
196	-9999	249	232.2	217.1	301.7	183.2	183.4	226.9	168.2	127.9	77.9	120.6	114.5	296.8	148.2	132	192	196.6	286.9	178.6	171.3	105.6
197	-9999	301.7	258.6	223.9	247.2	263.7	242.5	193.8	157.2	230.7	127	155.9	145.8	478.4	357.2	262.4	190.7	91.1	248.3	129.2	320.8	122.2
198	-9999	373.6	149.9	236.2	323.5	161.6	210.5	425.9	475.1	383	426.6	453.7	317.9	413.9	163.5	446.6	401.8	631.4	299.6	203.7	395.9	227.9
199	-9999	174.1	81.1	288.7	234.2	194.6	329.9	264.5	174.8	201.4	245	347.7	154.8	204.5	142.8	240.8	177.3	373.4	224.9	346.5	318.3	392.8
200	-9999	97.5	181	156.6	190	441.4	316.1	169.9	553.8	222.1	434.1	346.2	194.2	283.3	185	386.7	564.5	632.8	517.2	432.5	652.9	247.4
201	-9999	28.2	55.9	80.5	109.9	205.5	89.3	105.3	195.2	65.7	198.4	214.2	118.9	292.1	389.8	368.8	209.4	242.2	524.8	714.4	767	285.8
202	-9999	154.4	173.9	184.7	180.8	90	126.6	235.9	85.1	107.8	87.1	64.5	53	157.8	40.4	97.2	90.5	61.3	109.2	79.4	170.7	321.3
203	-9999	8.9	15.5	8.1	0.8	0.2	0.3	0	1	0.8	3.2	0.9	0	7.1	2.3	0	2.7	3.5	1.3	3.6	0.1	3.6
204	-9999	10.3	13.6	8.6	6.5	11.5	6.6	7.4	1.9	7.5	1.7	1.1	8.6	12.3	16.3	11.6	11	1.2	17.1	21.8	2.1	0.8
205	-9999	54.7	87.2	57.4	65	30.5	21.8	26.4	24.8	26.4	40.4	31.8	32.6	28.7	26.6	17.1	20.4	25.4	29.4	36	27.8	24.1
206	-9999	21.3	20.3	21.3	9.2	6.9	6.7	19.2	7.7	16.9	11.6	5	15.2	4.8	7.3	3.6	5.7	4.8	2.5	1.5	2.6	1.5
207	-9999	30.6	18.2	26	32.3	23.4	26.8	44.3	12.4	25.5	7.9	4.8	14	27.6	20.2	19.2	14.6	11.5	12.5	12.1	13.8	5.8
208	-9999	236.8	261.2	250.4	61.7	70.7	35.3	73.8	6.4	30.5	9.3	4.7	6.6	197.1	95.6	6.9	8.7	15.5	16.6	69.9	13.4	128.1
209	-9999	183.8	399.4	219	534.1	332.7	229.7	516.5	149.2	366.1	311.5	736	229.6	104.3	143.4	120.5	112.1	163.5	245	114.9	141.9	32.9
210	-9999	240	231.6	259.2	526.9	248.6	324.9	453	473.2	437.7	353.4	460.5	392.4	220	102.4	119.5	105.7	241.4	114.9	19.8	63	2.1
211	-9999	127.4	135.5	243.2	415.1	282.8	157.3	212.7	242.2	304.7	226.6	325.2	194.2	179.8	135.4	162.9	184.1	288.3	248.1	117	200.6	181.6
212	-9999	172.6	185.4	95.4	97	113.8	125.9	79.7	222.1	196.1	131.1	195.2	125.1	218.3	99.2	71	157.3	277.1	302.3	332.4	121.1	142.5
213	-9999	102.9	78.4	115.9	145	78.5	278.3	135	183.6	196.5	148.4	127	77.7	170.7	116.7	348.2	331.5	479.8	182.6	178.1	355.2	301.3
214	-9999	87.1	46.9	16	27.3	9.9	125.4	72.8	24.6	20.3	2.9	21.1	22	91.1	77.9	146.8	82.9	59.1	25	233.2	79.1	31
215	-9999	4.1	9.1	9.9	1.5	0	5.1	8.4	4.5	8.5	34.4	29.1	12.9	0	0	12	8.3	14.4	0.4	0	5.6	0.4
216	-9999	102.6	94.7	129.5	84.6	41.9	32.2	70.7	28.3	52.4	73.1	27.2	29.4	66.8	32.7	16.1	26	18.8	19.7	23.2	4	11.2
217	-9999	79.3	104.2	91.2	90.3	24.7	23.5	57.5	35.4	39	40.5	45.2	43	37	26.5	27.5	24.2	16.9	31.5	10.2	28.6	18.4
218	-9999	40.5	32.6	51.7	58.8	32.5	31.1	28.3	32.3	29.2	27	29.5	29.9	41.9	37.4	22.9	23.4	19.2	31	30.1	21	6.4
219	-9999	269.1	197.3	202.6	203.2	48.5	111.2	179.7	139.8	193.2	169.6	172	180.6	64.4	60.9	100.4	106.2	113	190.2	144	134.4	73.4
220	-9999	180.6	199.7	226.9	188.9	212.8	227.2	228.3	275.9	234.3	127.4	218.1	117.4	266.6	226.2	498.4	324.5	238.7	445.3	172.4	227.9	100.2
221	-9999	428.8	387	287.9	494.1	341.6	319.2	267.9	181.8	311.5	203	224.1	189.3	387.6	279.7	253.9	216.7	171.2	639.7	125.9	327	221.7
222	-9999	283.7	190.5	255.1	268.2	302.2	247.9	239.2	349	352.4	226.4	218.7	116.2	262.1	152.3	502.1	394	298	675.5	325.2	424	135.4
223	-9999	110	68.8	39.8	82.3	85.9	125.6	152.8	312.3	176.7	189.2	200.9	166.3	54.3	26.5	240.2	212.6	555.6	198.1	110.1	336.9	293.9
224	-9999	100.2	220.4	167.1	409.8	345.8	204.8	236.9	162.6	314.3	183	188.7	101.7	243.4	321.1	234.7	270.1	202.7	338.8	306.5	326	268.9
225	-9999	90.4	17.7	28.4	56.7	68.8	141.5	51.3	131.2	115.9	60.5	134.3	48	110.3	103.8	111.1	144.7	216.9	203.4	275.1	181.9	369.1
226	-9999	79.5	90.5	91.2	188	214.6	154.5	130.3	153.7	83.9	130.9	118.5	131.7	67.1	160.9	185.6	207.9	244.6	180.1	239.5	285.1	270.5
227	-9999	52	14.7	31.9	30.5	40.9	47	30.7	51.3	51.3	83.7	74.4	87.9	9.8	33.5	110.4	50.5	87.5	39.5	22	73.7	36.3
228	-9999	10.3	13	4	5.8	3	11.4	18.7	29.1	29.3	34.4	31.5	26.6	2.9	4.8	7.1	31	34.8	0.3	0.2	20.8	1.3
229	-9999	61.1	106	90.4	51.4	27.6	38.2	63.1	58.8	45.6	57.6	36.7	44	29.1	20.6	61.3	86.8	74.6	68.7	30.3	55.1	11.2
230	-9999	57.9	73.9	68.3	64.6	89.3	63.7	52	26	36.5	21.9	11.1	15.1	134.9	110.9	16.3	12.8	18.8	43.3	37.6	25.2	1.7
231	-9999	235.3	159.4	222.4	209.7	68.2	83.5	175.1	86.5	124.1	96.7	79.7	83	61.3	49.3	93.9	113.3	95.4	96	45.1	107.8	8.3
232	-9999	115.8	224	146.1	218.8	290.5	225.5	179.3	199.2	150.5	147	215.8	140.9	208.2	154.5	194.5	201	243.2	271	154.7	180.1	45.3
233	-9999	176.9	215.4	148.6	418.7	272.3	416.1	250.6	237.2	231	168	220	148.7	262.2	175.4	213	267.6	231	626.9	103.4	288.3	139.7
234	-9999	183.2	181.8	130.1	413.4	262.5	114.6	501.6	244.5	285.9	475.8	450.2	381.4	198.5	197.7	161.9	180.2	259.4	294.4	147.8	289.6	102.5
235	-9999	70.3	70.3	75.1	138.6	198.4	160.9	153.2	137.6	82	114.8	184.6	104.2	140.4	133.2	218.4	212.4	295.4	354.4	198.2	194.2	134.7
236	-9999	193.6	191.4	144.2	295.9	303.4	344.5	177.5	265	371.9	211.4	232.9	322.7	319.7	236	560.9	432.6	359.8	420.4	406.9	393.9	201.7
237	-9999	168.1	114.7	79.5	160	169.5	268.5	390	469.1	504.4	161.5	318.7	92.8	135.9	122.6	309.7	240.2	225	196.7	131.9	342.3	213.3
238	-9999	0	0	0.7	0	0	0	0	0.3	1.7	0.2	0	0	0	0.4	0	0.1	0	0.4	0.8	0	14.2
239	-9999	15	22.3	18.6	11	0.9	3	5.9	1.2	5.4	24.1	44.2	37.1	18.9	5.3	2.8	9.5	25.2	1	10.1	2	10.3
240	-9999	5.1	7.4	7.3	6.2	3.4	1.2	3.5	0.9	0.8	2.6	4.3	0.3	0.6	0.2	1.8	2.3	2.7	1.1	0	1	3.5
241	-9999	45.1	84.7	40.4	28.8	9	7.5	24.7	6	21.8	31.5	44.4	38.7	14.4	11.3	12.6	3.1	4.2	13.2	6.6	2.8	0.1
242	-9999	101.1	67.2	91	75.9	81	57.8	109.4	67.8	100.5	72.1	64.1	80	50.2	44	61.2	67.7	48.1	67.4	29.8	61	2
243	-9999	258.2	132.3	214.2	113.6	95.1	47.9	114.3	48.9	80	43	55.9	33.9	59.1	48	45.2	107.9	97.8	17.8	8.2	13.1	0.4
244	-9999	391.4	393.1	274.6	653.3	253.7	391.3	630.6	326.6	622.1	295.3	298.8	282.9	176.8	315	247.8	181.8	170.1	284.1	125.1	157.8	42.9
245	-9999	312.9	437.7	393.2	366.1	275	270.9	405	292.3	144	258.2	340.1	429.8	380.7	246.2	353.9	319.9	224.3	323.6	213.8	171.5	58.7
246	-9999	115.5	145.5	119.1	261.9	196.1	176.6	91.2	180.7	81.8	35.6	93.1	25.8	242.8	187.5	258.5	229.7	185.1	314.4	252.4	406.4	233.1
247	-9999	181.3	280.5	108	210.1	330.5	229.5	300.9	429.2	257.8	309	576.7	380.4	231.1	233	166.3	305.2	532.8	220.9	254.1	270	399.5
248	-9999	176.6	169.9	120.8	218.6	253.6	165.5	222.8	165.5	145.6	102.2	189.1	98	68.6	150.8	241.8	133.4	330.1	485.8	275.1	225.9	232.3
249	-9999	117.7	77.3	30.6	52.9	38.6	120.5	48	29.5	87.7	22.4	37.3	44.6	72.7	107.2	113.9	134.1	209.8	320.3	461.5	238.1	282.2
250	-9999	64.2	55	54.6	81	49	21.5	22.9	2.5	15.2	117.2	104.8	48.9	10.6	28.8	76.9	59.1	54.2	52.7	250.4	112.9	112
251	-9999	0.8	2.1	0.3	0.7	0.6	3.2	50.4	49.6	50.4	82.4	72.8	95.5	0	0.6	7.4	13.8	35.2	2.5	8.7	8.7	8.7
252	-9999	8.4	26.1	12.6	1.5	0	0	1.3	0	1.1	0.2	0.1	0	2.1	1.7	0	0	0.1	0	0.1	0	1.4
253	-9999	43	32.5	39.8	44.9	16.5	14.2	14.7	4.1	9.2	1.3	1.9	3.3	17	5.1	7.2	8.5	1.9	0.6	0.9	2.2	9.6
254	-9999	97.2	86.6	102.4	58.9	28	22.1	56.6	10.7	25	11.2	8.1	6.2	35.8	32.9	20.2	21.6	5.2	29	11.7	15.1	3.1
255	-9999	189.6	242.7	186	217.4	117.8	163.3	192.5	166.4	125.5	88.7	105.2	76.2	72.9	100.5	49.8	100.7	105.8	131.3	62.6	86.4	11.2
256	-9999	410.2	438.2	378.9	392.5	242.1	210.6	297.6	191.9	242	132.7	77.6	54.8	457.8	247.8	265.9	321.4	98.4	390.3	168.9	386.6	202.1
257	-9999	240.8	309.4	209.5	432.5	217.8	149.3	476.5	222.4	296.2	255.5	337.6	194.3	246.9	211	227.4	134.5	147.5	626.8	285.2	611.3	63
258	-9999	148.1	309.3	217.4	341.6	198.5	364.7	358.5	336	234.1	192.7	247.9	158	291	165.7	327.6	422.9	116.5	354.1	241.7	144.2	104.9
259	-9999	209.5	263.3	315.5	309.5	292.9	653.9	506.4	498.3	349.1	259.7	339.1	232.2	657.9	372.4	629.6	898.6	548.7	459.3	249.8	415.2	258.2
260	-9999	81.8	103.9	78.5	127.5	149.5	151.7	159.4	189.1	228.4	136.5	54.3	122.5	221	57.9	211.8	137.6	147	294.7	104.1	119.3	229
261	-9999	161.6	25.2	111.3	132.4	262.2	272.5	279.8	105.4	361.4	116.6	222.7	194.8	277.3	288.5	476	183.6	328.1	369.9	367.7	393.9	226
262	-9999	40.8	109.7	87.4	84.9	219.4	145.5	86.1	89.8	33.7	55.7	65.9	23	386.1	366.2	420	360.8	105.8	242.4	195.3	404.2	316.4
263	-9999	58.1	72.1	63.6	81.3	85.4	67.5	89.2	50.5	53.4	37.6	19.6	28.4	54.8	141.2	108.2	95	81	93.6	65.5	83.4	89.2
264	-9999	1.5	1.5	0.6	0.5	0.3	4.4	5.1	7.7	11.2	38	23.7	58.8	0	0	3	4.5	5	0.1	0.2	3.3	0.2
265	-9999	2.3	7.6	8.6	3.5	14	6.7	0.8	6.1	4.6	12.4	13.4	6	5.9	3.5	1.8	0.4	17	0.5	3.2	6.5	0.8
266	-9999	176.6	197.8	158.5	154.6	97.2	84.6	148.9	65.2	117.5	63.1	53.1	56.3	80.4	51.2	36.5	35.2	20.7	32.3	65.4	30.3	20.3
267	-9999	128.1	147.4	120	81.5	92.7	35.5	100.8	46	104.2	31.3	29.3	18.6	19.6	42.5	25.6	43.2	30.5	42.5	20.4	36	12.7
268	-9999	249.1	135.6	178.9	301	184.8	222	261.1	162.4	116.2	117.2	182.6	104.1	248.9	244.7	380.7	299.7	170.8	452	223.5	448.4	56.6
269	-9999	250.8	362.5	337.8	421	293.4	221.1	207.4	365.9	165.3	232	346.1	194.8	456.8	243	484.5	286.6	507.3	233.9	119.5	181.1	71.9
270	-9999	131.5	192.5	143	151.9	101.1	213.5	200.3	279.7	260.9	174.3	474.8	164.4	143	79.5	116	209.2	220.7	109.1	112.3	184.8	188
271	-9999	61.6	54	120.1	228.1	185.9	287.6	198.4	145.6	245.2	211.9	307.7	142.2	228.3	115.2	246.9	273.4	355.8	301.7	256	604.6	114.1
272	-9999	250.4	163.6	139.1	246.5	261.7	146.4	431.1	162.5	250.2	233.2	317.2	310.4	430.6	133.6	290.4	162.1	515.2	501.6	119.6	354	149
273	-9999	162.5	56.8	58.2	76.8	210.5	79.4	44.5	101	58.6	142.7	224.7	79.8	106.1	142.1	200	185.5	379.1	258.9	179.6	503.9	549.5
274	-9999	98.3	65.5	92.1	132.2	91	126.1	91.4	45.6	92.7	15	24.5	9.9	19.3	66.9	26.6	50.3	48.7	52.3	65.9	158.9	317.8
275	-9999	123.8	177.3	203.4	198.5	106.7	117.2	185.4	120	171.7	79.7	66.7	55.3	107.9	110.2	102.5	97.8	121.5	95.4	60.4	133.3	141.6
276	-9999	34	72.4	43.4	64	37.5	31.7	21.2	4.8	5.8	3.8	1.3	4.2	28.2	14.6	24.5	28.5	0.7	29.5	19.4	29.4	9.4
277	-9999	142.1	146.7	154.9	273.3	204.7	199.5	237.3	145.4	167.1	89.8	69.2	68.6	183.1	210	136.8	131.4	95.8	131.2	110.3	69.1	36.8
278	-9999	341.3	283.7	357.2	366.9	270.1	325.4	456.9	318.7	438.9	303	176.9	233.1	313.3	227.2	266.4	283.9	202.3	276.1	161	265.4	36.1
279	-9999	389.4	371.9	390.2	530.4	306.1	311.6	511.3	349.3	497.8	409.1	390.7	375.8	222.6	229.7	373.5	326.8	369.7	397	284.1	380.1	28.7
280	-9999	277.1	169.1	258.5	275.5	138.9	122.8	232.7	176.7	243.6	309	179.7	186	130	110	144.6	166.1	192.5	123.3	173.5	85.1	107.9
281	-9999	208.1	210.2	215.3	701.5	244.1	167.4	350.6	314.4	348	319.1	471.9	311.1	395.9	350.5	256.2	136	245.7	592.5	373.3	510.8	70.9
282	-9999	204	215.3	208.3	619	189.4	418.3	417.6	298.8	265.3	242.5	455.8	209.6	105.9	68.5	105.2	73.5	260.9	63.8	57.5	45.2	53.4
283	-9999	72	77.2	27.4	106.2	149.8	127.1	55.6	152.7	95.2	254.1	159	160	37.1	76.2	117.9	89.6	99.2	112.5	63.1	148.9	74.5
284	-9999	114	114.2	174.7	209.5	138	118.5	240.2	178.3	163.7	249.7	194	152.9	312.2	160.1	310.5	213.4	240	223.9	134.1	361.9	245.6
285	-9999	83.5	132.9	129.9	235.4	135.3	198.3	132	238.7	119.9	111.1	180.5	107.4	205.4	335.1	294.2	229.4	324.2	146.6	118.7	303.4	248.5
286	-9999	62.5	89.6	78.3	178.9	113.9	163.8	57.6	164.8	48.8	80.7	31.9	92.4	87.9	205.4	203.8	188	242.8	378.5	166.7	258.3	184.6
287	-9999	7.9	16.4	11.7	1.1	2	0.8	0.2	0	0.4	0	0	0	1.8	12.8	0	0	1.7	0	0	0	0
288	-9999	31.4	45.8	31.7	19.1	10	10.7	11.7	9.4	13.1	18.9	10.6	18.5	15.1	13	13.1	12.6	10	19.2	14.7	20.9	13.4
289	-9999	15.7	28.8	23.8	25.2	18.9	12.2	20.2	14	18.6	6.7	2.4	7.6	19.9	21.1	8.8	9.2	10.1	11.3	7.4	1.7	2
290	-9999	28.9	34.2	37.4	27.3	14.6	9.1	19.6	6.5	13.7	8.8	4.3	8.1	12	18.7	5.6	10	3.6	14.5	19.2	4.2	4.9
291	-9999	122.8	83	104.6	130.9	57.9	67.2	123.5	36.4	88.8	29.2	15.4	21.9	31.5	17.3	40.7	33	21.1	110.6	133.2	60.6	16.2
292	-9999	412	581.7	416.6	371.5	191.9	180.1	358.8	208.4	336.3	295.2	269.9	210.7	512.6	257	341.9	234.2	245.2	304.7	131.7	297.4	170.8
293	-9999	220.6	255.3	232.7	457.5	241.8	217.6	693.2	274.6	394.2	328.8	289.4	365.2	274.4	242.4	424.6	200.6	249.6	522.1	251.4	681.1	88
294	-9999	127.9	172	167.2	447.2	308.8	217.2	298.8	280	232.2	258.7	220.7	287.7	207.4	152.9	428.8	375.7	315.3	471.6	431.4	338.4	411.6
295	-9999	125.8	43.2	64.9	93.4	119.1	115.7	75.5	134.4	71.9	67.3	55	54.5	155.3	76.3	111.9	68.7	111.2	183.6	217.2	129.9	85.9
296	-9999	356	140.3	125.4	139.7	262.8	198.1	423.7	473.4	220.3	275.9	281.1	333.1	316.7	267.6	518	361.9	417.9	547.9	338.2	367.2	369.8
297	-9999	103.1	52.5	156.5	167.6	134.9	161.7	224.3	176.9	147.7	98.7	174.4	56.4	69.6	82.4	134.8	147	161.7	142.1	143.8	248.6	460.7
298	-9999	10.6	24	22.7	0.4	0	0.1	0	0.3	0.2	20.1	25.5	27.2	124.2	19.9	0.2	7.7	6.1	18.5	0.6	44.3	260.2
299	-9999	24.2	21.2	27.6	56.5	19.3	54.4	60.7	22	22.6	3.8	3	2.5	10.3	21.6	12.6	32.6	17.1	32.3	1.5	24.9	87.8
300	-9999	17.7	17.8	21.2	6.8	8	9.6	4.9	8	2	17.3	18	12.6	2.6	3.5	8.2	10.6	26.6	4.7	0.7	7.1	4.6
301	-9999	40.6	37.2	44.4	37.1	39.7	38	23.5	18.4	19.7	8.5	20.7	9.7	67.2	46.2	26.5	23.9	17.8	28.9	18.9	18	26.2
302	-9999	247.5	239.5	225.2	257.5	235.3	268.7	247	253.6	291.3	313.4	283.3	286.3	168.8	200.2	231.3	325.7	153.5	214.6	161.3	118.1	83.7
303	-9999	177.1	152.5	168	185.8	141.6	144.8	178.3	103.7	155.3	129.2	127.1	124.3	165.4	143.8	66.2	79.1	77.5	75.9	93.4	42	26.1
304	-9999	139.6	139.7	140.6	173.9	178.8	167.5	230.5	165.8	195.7	190.1	251.2	176	230.8	161.8	169.9	206.7	193.4	236.9	311.5	208.9	96.9
305	-9999	122.6	225.1	122.4	214.4	337.8	186.3	261.1	92.5	256.8	105.4	176.3	94.5	210.4	128	328.5	240.8	134.5	142	65.2	302.1	48.3
306	-9999	94.2	60.7	57	158.4	112.4	166.3	327.6	268.1	363.4	333	454.9	554.8	90.6	199.2	115.8	205.1	232.7	211.6	306	184.5	59.7
307	-9999	228.8	109.1	140.1	227.3	126.8	191.8	229.6	198.8	382.3	116.3	225.4	117.8	150.2	134.5	127.1	158.9	161.5	128.6	149	125.1	120
308	-9999	251.8	187.8	108.9	210.3	254.4	296.7	267.8	414.1	371	157.6	270.3	101.8	494.1	292.9	674.5	548.1	473.1	724.4	694.2	560.3	667.6
309	-9999	246.1	217.6	260.9	254.5	281.6	205.3	167.8	279.6	112.9	99.7	134.7	74.7	225.8	392.9	332.8	374	320.5	449.8	259	401.1	728.8
310	-9999	2.3	18.3	10.5	16.6	7.9	24.4	8.4	6.2	2.7	0.5	1.6	0.7	124.3	31.6	17.6	13.2	26.3	75.9	99.4	79.2	234.9
311	-9999	32.5	52.3	44.2	11.6	1.5	10	11.8	15.7	3.2	5.3	4.9	32.9	3.4	6	5.2	19.9	13.9	18.9	3.7	33.4	21.2
312	-9999	27.2	25.8	38	15.3	4.4	6.2	12.1	5.4	14.5	16.2	9.4	11.5	5.2	7.7	9.4	13.7	17.4	2.9	7.9	30.8	0.2
313	-9999	12.6	14.8	9.7	3.5	0.4	1.3	2.5	0.1	0.8	0	0.5	1.6	0	1.8	0	0	0	0	0.2	0	0.3
